"geneID","PS","PR","Tsil","Trepl","FS","FR","nout","npop","BSnIPRE.class","BSnIPRE.est","BSnIPRE.lbound","BSnIPRE.ubound","BSnIPRE.pneg","BSnIPRE.Rest","BSnIPRE.Rlbound","BSnIPRE.Rubound","BSnIPRE.Rclass","BSnIPRE.tau","BSnIPRE.theta","BSnIPRE.gamma","BSnIPRE.f","BSnIPRE.f.lb","BSnIPRE.f.ub","BSnIPRE.f.class"
"PF3D7_0100700",2,5,35,165,11,4,1,100,"neg",-2.11899908603451,-3.52867982966757,-0.756629214914274,0.999466666666667,-0.366700695828564,-1.20243008097121,0.479286155530883,"neut",49.8234614338661,0.00573833050462487,-1.97549316353338,1.00886238790929,0.437407084276691,2.35095448669926,"neut"
"PF3D7_0100900",46,159,188,765,208,102,1,100,"neg",-2.00146868875006,-2.42261568235154,-1.60181180946262,1,-0.162289818063433,-0.459828848660583,0.163883685297153,"neut",23.1590676430147,0.045935166497058,-1.93229884922096,1.22890875106904,0.912638620582867,1.70284576038068,"neut"
"PF3D7_0102200",12,21,270,1256,203,61,1,100,"neg",-2.05529432724736,-2.70509139486288,-1.4350254423448,1,-0.652280054105926,-1.18742720398188,-0.0810852779497747,"neg",115.996147106118,0.00633118552883334,-1.9009413864507,0.748955240125184,0.438572871660341,1.32593007723322,"neut"
"PF3D7_0102300",0,1,64,286,6,8,1,100,"neut",-0.324673292030536,-1.85439446402746,1.26821031159119,0.673066666666667,-1.12691836306756,-2.06352632309823,-0.192023057712472,"neg",73.1332418204802,0.00131900958686557,-0.37762101869736,0.324030141835433,0.127003056260958,0.82528759073679,"neg"
"PF3D7_0102500",1,15,797,3651,468,123,1,100,"neg",-2.68662165769502,-3.44177649646154,-1.92365774019608,1,-0.169750178349173,-0.826575561977088,0.528487809243971,"neut",705.312122275222,0.00083217078834796,-2.33961687838883,1.30062363469059,0.674366608779978,2.61452356233646,"neut"
"PF3D7_0102600",2,4,315,1571,43,28,1,100,"neg",-1.13408242579392,-2.10961807503801,-0.19559676249122,0.9904,-0.861371637188319,-1.62317575706149,-0.102418647295171,"neg",111.759089388438,0.00118258011111878,-1.15799454379286,0.531156274708592,0.247958768382621,1.13458137683108,"neut"
"PF3D7_0102700",0,3,119,708,18,6,1,100,"neg",-2.07235718399128,-3.38782455182463,-0.718481847966423,0.998933333333333,-0.423302793774141,-1.31213888483016,0.384033392105222,"neut",116.154452968569,0.00110499092914824,-1.9138307082561,0.943686727669722,0.387988610103,2.11570431078117,"neut"
"PF3D7_0102800",3,5,249,1550,16,10,1,100,"neg",-1.22894603803823,-2.36892747885627,-0.0399871318545796,0.980533333333333,-0.81904224071691,-1.57428884260299,-0.0609741323733903,"neg",35.6640492881634,0.00155238645485557,-1.25901845687817,0.564974698110361,0.265476507089324,1.20575702248145,"neut"
"PF3D7_0102900",1,4,320,1557,10,23,1,100,"neut",0.183506624503463,-0.961042253294548,1.36682643333043,0.3712,-1.16919472930189,-1.98687770643716,-0.389749320695746,"neg",28.3836662545678,0.00119534008532865,0.241477796682851,0.310616631507844,0.137118944118861,0.677226474706133,"neg"
"PF3D7_0103000",1,1,137,639,8,8,1,100,"neut",-0.390810197093929,-1.79369669371372,0.975735584008509,0.7024,-1.11503767806499,-1.98132484264374,-0.257126643088309,"neg",44.0641423260343,0.00121726435475872,-0.451539855244764,0.32790282499531,0.137882373640604,0.773288647777903,"neg"
"PF3D7_0103100",9,14,676,3955,137,55,1,100,"neg",-1.74401060145039,-2.47454967921586,-1.01364790358782,1,-0.847651157247585,-1.45669754658712,-0.233915218289368,"neg",107.729920034115,0.00181470604286748,-1.66190578702651,0.59124461066677,0.321561124233089,1.09225322201075,"neut"
"PF3D7_0103200",1,2,231,1070,16,38,1,100,"neut",0.679324874093881,-0.414012730042955,1.79151026599365,0.114666666666667,-1.52307946710873,-2.34779339888095,-0.73369166084263,"neg",58.6911489013542,0.0012833600786122,1.02128708539471,0.21803907170414,0.0955901342097479,0.480128543670652,"neg"
"PF3D7_0103300",7,8,427,2326,82,76,1,100,"neut",-0.59575650108415,-1.32831784818005,0.151205427185443,0.936,-1.18681553545628,-1.83585988471152,-0.53883351956816,"neg",78.9007438500355,0.0023642075018707,-0.660011562083994,0.305191031405535,0.159476226387006,0.583424443106008,"neg"
"PF3D7_0103400",9,16,743,3999,110,56,1,100,"neg",-1.47263429181222,-2.16860706312466,-0.759787824648541,1,-0.836400346355401,-1.43187841333613,-0.250011936851545,"neg",76.0694323352132,0.0019064787210643,-1.44903640768436,0.575393975144472,0.317217076287544,1.03425112461228,"neut"
"PF3D7_0103500",10,35,841,4594,202,93,1,100,"neg",-2.00242415582542,-2.61098528204172,-1.43224392302378,1,-0.446254305428963,-0.951285835282807,0.0734182546730579,"neut",104.631853735788,0.0022496705419166,-1.86272957817734,0.914414253624005,0.551822888567225,1.5375734986921,"neut"
"PF3D7_0103600",7,36,673,3751,156,70,1,100,"neg",-2.27263525107377,-2.92315164494197,-1.65529274247842,1,-0.240917327394493,-0.779375025356211,0.328808120314713,"neut",102.67216638424,0.00222402339979039,-2.06682598436463,1.16116966248019,0.677719171793107,2.05273175384782,"neut"
"PF3D7_0103700",3,6,255,1349,28,23,1,100,"neg",-1.0166424694089,-1.95207978504873,-0.0197495272013525,0.9768,-0.837792159725219,-1.57790497179373,-0.198022612083567,"neg",55.1770096796069,0.00192286928377048,-1.06172326493611,0.533741916012045,0.254628758736207,1.01200619549248,"neut"
"PF3D7_0103900",0,1,277,1435,39,42,1,100,"neut",-0.352593108040017,-1.34548226338053,0.554548119453686,0.7544,-1.22682055228474,-1.97252763237088,-0.379066736714179,"neg",220.646836501339,0.000638026343026798,-0.40556419790892,0.293221662010893,0.139101380017485,0.684499790464493,"neg"
"PF3D7_0104100",4,67,419,1953,64,34,1,100,"neg",-2.78135926982862,-3.5568368608851,-2.07608401312718,1,0.469093872874184,-0.0433391920855834,1.04601641704058,"neut",40.7934827819573,0.00379044357575343,-2.50016451414863,2.52232070408165,1.51096575819496,4.49112191375327,"pos"
